stop_id,stop_name,stop_desc,stop_lat,stop_lon
57,်(၁) နံပါတ် (Tit Numpad),အမှတ်(၁)လမ်းမ (No. 1 Main Road),16.974734331301605,96.12423683982342
58,်(၁) နံပါတ် (Tit Numpad),အမှတ်(၁)လမ်းမ (No. 1 Main Road),16.974884204079043,96.12405782332644
59,ဒေဝူး (Daewoo),အမှတ်(၁)လမ်းမ (No. 1 Main Road),17.018276,96.131548
60,ဒေဝူး (Daewoo),အမှတ်(၁)လမ်းမ (No. 1 Main Road),17.018543,96.131376
61,နွယ်ခွေ (Nwe Khwe),အမှတ်(၃)စက်သွယ်လမ်း (No. 3 Set Thwe Road),17.022462,96.14071
62,နွယ်ခွေ (Nwe Khwe),အမှတ်(၃)စက်သွယ်လမ်း (No. 3 Set Thwe Road),17.022687,96.140088
63,နွယ်ခွေ (Nwe Khwe),အမှတ်(၁)လမ်းမ (No. 1 Main Road),17.022154,96.13423
64,နွယ်ခွေ (Nwe Khwe),အမှတ်(၁)လမ်းမ (No. 1 Main Road),17.022236,96.134595
65,(၁) ရပ်ကွက် (Tit Yat Kwat),အမှတ်(၃)စက်သွယ်လမ်း (No. 3 Set Thwe Road),17.026319,96.13614
66,(၁) ရပ်ကွက် (Tit Yat Kwat),အမှတ်(၃)စက်သွယ်လမ်း (No. 3 Set Thwe Road),17.026483,96.136247
67,နွားခြံ (Nwar Chan),အမှတ်(၄)လမ်းမ (No. 4 Main Road),16.99481507448492,96.09122194815427
68,နွားခြံ (Nwar Chan),အမှတ်(၄)လမ်းမ (No. 4 Main Road),16.994694916471154,96.09105066396297
69,ဒညင်းကုန်းလမ်းဆုံ (Danyin Gone Lan Sone),အောက်မင်္ဂလာဒုံလမ်း (Lower Mingalardon Road),16.933232955911787,96.10197149799207
70,ဒညင်းကုန်းလမ်းဆုံ (Danyin Gone Lan Sone),အောက်မင်္ဂလာဒုံလမ်း (Lower Mingalardon Road),16.93334660815077,96.10175833571702
71,ဂိတ်ဟောင်း (Gate Haung),အမှတ်(၄)လမ်းမ (No. 4 Main Road),16.963966005856975,96.09650778584184
72,ဂိတ်ဟောင်း (Gate Haung),အမှတ်(၄)လမ်းမ (No. 4 Main Road),16.964731405762105,96.09605692327023
73,ဒညင်းကုန်းလမ်းဆုံ (Danyin Gone Lan Sone),ခရေပင်လမ်း (Khayae Pin Road),16.93408765294573,96.10347699945125
74,ဒညင်းကုန်းလမ်းဆုံ (Danyin Gone Lan Sone),ခရေပင်လမ်း (Khayae Pin Road),16.933879176036193,96.10325703735728
77,(၁၄) လမ်းဆုံ (Sae-Lay Lan Sone),ပုလဲလမ်း (Palae Road),16.9335894849711,96.08765084174594
78,(၁၄) လမ်းဆုံ (Sae-Lay Lan Sone),ပုလဲလမ်း (Palae Road),16.933612791992044,96.0878936829977
79,(၁၄) လမ်းဆုံ (Sae-Lay Lan Sone),ရွှေပြည်သာတံတားလမ်း (Shwe Pyi Thar Bridge Road),16.933362174061912,96.0884708503727
80,(၁၄) လမ်းဆုံ (Sae-Lay Lan Sone),ရွှေပြည်သာတံတားလမ်း (Shwe Pyi Thar Bridge Road),16.933531574714472,96.08846573397388
83,ထန်းခြောက်ပင် (Htan Chauk Pin),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.956804,96.076328
84,ထန်းခြောက်ပင် (Htan Chauk Pin),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.956968,96.076414
85,နဝရတ် (Nawarat),ဘုရင့်နောင်လမ်း (Bayint Naung Road),16.97231,96.076037
86,နဝရတ် (Nawarat),ဘုရင့်နောင်လမ်း (Bayint Naung Road),16.973049,96.076037
87,ကွင်းကျောင်း (Kwin Kyaung),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.791499113712398,96.12318266881633
88,ကွင်းကျောင်း (Kwin Kyaung),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.791815,96.122913
89,ဆင်မင်းဈေး (Sin Min Zay),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.788381214980394,96.12434903847318
90,ဆင်မင်းဈေး (Sin Min Zay),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.789089342355922,96.12395543150343
91,သီရိမင်္ဂလာဈေး (Thiri Mingalar Zay),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.793428,96.122795
92,သီရိမင်္ဂလာဈေး (Thiri Mingalar Zay),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.793387246927256,96.12304329872131
93,ချန်မာဖီ (Chan Mar Phee),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.78735983441184,96.12950640221246
94,ချန်မာဖီ (Chan Mar Phee),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.787589,96.129576
95,ဆင်မင်းဈေး (Sin Min Zay),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.79049560487622,96.12791893327085
96,ဆင်မင်းဈေး (Sin Min Zay),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.790742,96.12801
97,ဝှိုက်တော (White Taw),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.793536,96.126588
98,ဝှိုက်တော (White Taw),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.793813,96.126604
99,အလုံစာတိုက် (Ahlone Sar Taik),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.785089601797072,96.13130154066313
100,အလုံစာတိုက် (Ahlone Sar Taik),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.785450997849157,96.13124012947084
101,ထော်လီကွေ့ (Htaw Li Kwae),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.78144456699472,96.13020934397356
102,ထော်လီကွေ့ (Htaw Li Kwae),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.781329094605752,96.13000275101513
103,သစ်တော (Thit Taw),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.782208533496107,96.12772663112992
104,သစ်တော (Thit Taw),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.782335032700068,96.12792007857935
108,ဗိုလ်ချုပ်ကွေ့ (Bogyoke Kwae),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.780236715431304,96.1367306813918
109,ဂျမခါနာ (Jama Khar Nar),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.78284086190647,96.13336601061748
110,ဂျမခါနာ (Jama Khar Nar),အောက်ကြည့်မြင်တိုင်လမ်း (Lower Kyee Myin Daing Road),16.783100366432155,96.13329419866206
111,ကျုံးကြီးဂိတ် (Kyone Gyi Gate),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.77732454956802,96.13656562010875
112,ကျုံးကြီးဂိတ် (Kyone Gyi Gate),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.77753758308897,96.13666441524401
113,ကျုံးကြီးဂိတ် (Kyone Gyi Gate),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.77752331845809,96.13704484887423
114,သခင်မြပန်းခြံ (Thakhin Mya Pan Chan),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.77828194398644,96.13544789397567
115,သခင်မြပန်းခြံ (Thakhin Mya Pan Chan),ကြည့်မြင်တိုင်ကမ်းနားလမ်း (Kyee Myin Daing Kannar Road),16.778411,96.135751
117,စိန်ဂျွန်း (Sein Gyun),ပြည်လမ်း (Pyay Road),16.78185953636945,96.14384005777539
118,စိန်ဂျွန်း (Sein Gyun),ပြည်လမ်း (Pyay Road),16.783,96.14361
119,ကီလီ (Kili),ကမ်းနားလမ်း (Strand Road),16.7750866590258,96.13943345357258
121,မော်တင် (Maw Tin),မဟာဗန္ဓုလလမ်း (Mahabandoola Road),16.774861611885502,96.14233911037446
122,မော်တင် (Maw Tin),ကမ်းနားလမ်း (Strand Road),16.774464463322296,96.14219447343204
123,မော်တင် (Maw Tin),ကမ်းနားလမ်း (Strand Road),16.77462749596752,96.14231471903625
124,ကလီ (Kili),အနော်ရထာလမ်း (Anawrahta Road),16.777481,96.140525
125,စံပြ (Sanpya),ဘုန်းကြီးလမ်း (Phone Gyi Road),16.778647,96.144935
126,စံပြ (Sanpya),ဘုန်းကြီးလမ်း (Phone Gyi Road),16.777905085915634,96.14501520060006
127,စံပြ (Sanpya),အနော်ရထာလမ်း (Anawrahta Road),16.77739090411186,96.14423576022091
129,လသာ (Latha),ကမ်းနားလမ်း (Strand Road),16.772114,96.15142
130,လသာ (Latha),အနော်ရထာလမ်း (Anawrahta Road),16.777128703371353,96.15159419830891
131,မောင်ခိုင် (Maung Khaing),မဟာဗန္ဓုလလမ်း (Mahabandoola Road),16.774456,96.15187
132,ညောင်ပင်လေးဈေး (Nyaung Pin Lay Zay),ကမ်းနားလမ်း (Strand Road),16.772604966397473,96.14620919550363
133,(၁၅) လမ်း / ညောင်ပင်လေးဈေး (Sae-ngar Lan/ Nyaung Pin Lay Zay),အနော်ရထာလမ်း (Anawrahta Road),16.777373,96.14642
134,(၁၅) လမ်း (Sae-ngar Lan),မဟာဗန္ဓုလလမ်း (Mahabandoola Road),16.774744,96.146441
136,(၆) ထပ်ရုံး (Chauk Htat Yone),ကမ်းနားလမ်း (Strand Road),16.770799,96.157348
137,ကုန်ဈေးတန်း (Kone Zay Tan),အနော်ရထာလမ်း (Anawrahta Road),16.777137,96.155131
138,လမ်း(၃၀) (Lan Thone Sae),အနော်ရထာလမ်း (Anawrahta Road),16.777014,96.157224
139,လမ်း(၃၀) (Lan Thone Sae),ကုန်သည်လမ်း (Merchant Road),16.77192146900368,96.15661520976575
141,ဆူးလေမြို့တော်ခန်းမ (Sule Myodaw Khan Ma),ဆူးလေးဘုရားလမ်း (Sule Pagoda Road),16.775683412852157,96.15891139023006
143,သိမ်ကြီးဈေး/ကုန်ဈေးတန်း (Theingyi Zay/ Kone Zay Tan),မဟာဗန္ဓုလလမ်း (Mahabandoola Road),16.774497,96.153833
144,ရုပ်ရှင်ရုံ (Yoke Shin Yon),ဆူးလေးဘုရားလမ်း (Sule Pagoda Road),16.777455,96.158736
145,ဘားလမ်း (Bar lan),အနော်ရထာလမ်း (Anawrahta Road),16.77689,96.160721
146,ဘိုကလေးဈေး (Bokalay Zay),မဟာဗန္ဓုလလမ်း (Mahabandoola Road),16.774022586607206,96.16582614602521
147,ဘိုကလေးဈေး (Bokalay Zay),ကုန်သည်လမ်း (Merchant Road),16.77159734508142,96.16637403616551
148,ပန်းဆိုးတန်း (Pansodan),အနော်ရထာလမ်း (Anawrahta Road),16.776767,96.163811
149,ပန်းဆိုးတန်း (Pansodan),မဟာဗန္ဓုလလမ်း (Mahabandoola Road),16.774148,96.163092
151,ပန်းဆိုးတန်း (ဆိပ်ကမ်းသာလမ်း) (Pansodan (Seikkanthar)),ကုန်သည်လမ်း (Merchant Road),16.77165175700966,96.16308339871469
152,ဆူးလေပန်းခြံ (Sule Pan Chan),မဟာဗန္ဓုလလမ်း / မဟာဗန္ဓုလဥယျာဉ် (Mahabandoola Road / Mahabandoola Garden),16.77415838048883,96.15955453431526
154,ကြယ်ငါးပွင့် (Kyel Ngar Pwint),သိမ်ဖြူလမ်း (Thein Phyu Road),16.77238880436766,96.16698425263168
155,လမ်း(၅၀) (Lan Ngar Sae),ကုန်သည်လမ်း (Merchant Road),16.771425522061257,96.1712548742071
156,လမ်း(၅၀) (Lan Ngar Sae),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.778683324374782,96.17133093997838
157,လမ်း(၅၀) (Lan Ngar Sae),မဟာဗန္ဓုလလမ်း (Mahabandoola Road),16.77381447810167,96.17123553296553
158,(၄၆) လမ်း (Lay-sae-chauk Lan),အနော်ရထာလမ်း (Anawrahta Road),16.776539,96.168568
159,(၄၆) လမ်း (Lay-sae-chauk Lan),မဟာဗန္ဓုလလမ်း (Mahabandoola Road),16.77393458964481,96.16845360025765
160,စိန်ပေါ(လ်) (Sein Paul),သိမ်ဖြူလမ်း (Thein Phyu Road),16.777445093691075,96.1672005057335
161,ဆီဆိုင် (Si Saing),ဗိုလ်တထောင်ဘုရားလမ်း (Botahtaung Pagoda Road),16.775845153839875,96.17261703104306
162,ရဲစခန်း (Ye Sa Khan),ဗိုလ်တထောင်ဘုရားလမ်း (Botahtaung Pagoda Road),16.771537636398886,96.17269266396762
163,ပန်းဆိုးတန်း (Pansodan),ကမ်းနားလမ်း (Strand Road),16.769358,96.16083
165,စာတိုက်ကြီး (Sar Taik Kyee),ကမ်းနားလမ်း (Strand Road),16.769155,96.162463
166,ဗဟိုရုံး (Baho Yone),ကမ်းနားလမ်း (Strand Road),16.76919046440348,96.16704849991949
167,ဗိုလ်တထောင်ဘုရား (Botahtaung Paya),ကမ်းနားလမ်း (Strand Road),16.769555923477597,96.17248931899667
168,ဗိုလ်တထောင်ဘုရား (Botahtaung Paya),ကမ်းနားလမ်း (Strand Road),16.76925240088782,96.1718310881406
172,မန္တလေးလမ်း (Mandalay Lan),ပင်လုံလမ်း (Pin Lon Road),16.8744,96.198868
173,မန္တလေးလမ်း (Mandalay Lan),ပင်လုံလမ်း (Pin Lon Road),16.874343,96.199035
174,ပန်းဆိုးတန်း (Pansodan),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.779170806025874,96.16235559118651
175,လမ်း(၅၀) (Lan Ngar Sae),အနော်ရထာလမ်း (Anawrahta Road),16.776572,96.170967
176,(၄၆) လမ်း (Lay-sae-chauk Lan),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.77874775305738,96.16806350648403
177,သိမ်ဖြူဈေး (Thein Phyu Zay),သိမ်ဖြူလမ်း (Thein Phyu Road),16.784569,96.167519
178,သိမ်ဖြူဈေး (Thein Phyu Zay),သိမ်ဖြူလမ်း (Thein Phyu Road),16.784877,96.167626
180,ကျောင်းလမ်း (Kyaung Lan),ဗိုလ်မင်းရောင်လမ်းသွယ် (Bo Min Yaung Street),16.787193,96.172881
181,မဆလာစက် (Masalar Set),ဗညားဒလလမ်း (Banyardala Road),16.79003716114739,96.16945385467261
182,မဆလာစက် (Masalar Set),ဗညားဒလလမ်း (Banyardala Road),16.790188203753207,96.16940329084174
183,မင်္ဂလာမွန်ဈေး (Mingalar Mon Zay),စက်ရုံလမ်း (Mill Road),16.793952681275336,96.17282722854725
184,မင်္ဂလာမွန်ဈေး (Mingalar Mon Zay),စက်ရုံလမ်း (Mill Road),16.794101,96.172931
185,မင်္ဂလာဈေး/ (၄)လမ်း (Mingalar Zay/ Layy Lan),ဗညားဒလလမ်း (Banyardala Road),16.791507840376276,96.17247557267548
186,မင်္ဂလာဈေး/ (၄)လမ်း (Mingalar Zay/ Layy Lan),ဗညားဒလလမ်း (Banyardala Road),16.791640666169272,96.17243854561823
187,သိမ်ဖြူစာတိုက် (Thein Phyu Sar Taik),သိမ်ဖြူလမ်း (Thein Phyu Road),16.78681,96.167691
188,သိမ်ဖြူစာတိုက် (Thein Phyu Sar Taik),သိမ်ဖြူလမ်း (Thein Phyu Road),16.786857,96.167645
189,ဆေးရုံကြီး (Say Yon Gyi),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.779525351941228,96.15056259557605
190,သရက်တောကျောင်း (Thayet Taw Kyaung),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.779782,96.145659
191,ဗိုလ်ချုပ်ဈေး (Bogyoke Zay),ဗိုလ်ချုပ်အောင်ဆန်းလမ်း (Bogyoke Aung San Road),16.77939454399605,96.15444731432946
193,ဆောက်လုပ်ရေး (Sauk Lote Yae),ရွှေတိဂုံဘုရားလမ်း (Shwedagon Pagoda Road),16.78325474487436,96.15348037797959
194,ယောက်လမ်း (Youk Lan),အလံပြဘုရားလမ်း (Alanpya Pagoda Road),16.7826821164587,96.15895088994877
195,ယောက်လမ်း (Youk Lan),ဂျိုးဖြူလမ်း (Gyo Phyu Road),16.785509,96.159488
196,ပဲခူးကလပ် (Bago Kalat),ပြည်လမ်း (Pyay Road),16.786334463253585,96.14242921583356
197,ပဲခူးကလပ် (Bago Kalat),ပြည်လမ်း (Pyay Road),16.78724498784618,96.14205184159802
198,ဟယ်(လ်)ပင် (Halpin),ပြည်လမ်း (Pyay Road),16.79028,96.141303
199,ဟယ်(လ်)ပင် (Halpin),ပြည်လမ်း (Pyay Road),16.79105778473302,96.14084245869891
201,တောင်ဘက်မုခ် (Taung Phat Moke),ရွှေတိဂုံဘုရားလမ်း (Shwedagon Pagoda Road),16.793821314974,96.1510692397133
202,ကျောက်တိုင် (Kyauk Taing),တိရိစ္ဆာန်ဥယျာဉ်လမ်း (ZOOlogical Garden Road),16.7887528427616,96.15719425259158
203,ကျောက်တိုင် (Kyauk Taing),တိရိစ္ဆာန်ဥယျာဉ်လမ်း (ZOOlogical Garden Road),16.789040545760724,96.15748437121512
204,အရှေ့ဘက်မုခ် (Ashae Phat Moke),အာဇာနည်လမ်း (RZarNi Road),16.798261809979387,96.15193837333209
205,အရှေ့ဘက်မုခ် (Ashae Phat Moke),အာဇာနည်လမ်း (RZarNi Road),16.798163640361214,96.15180441644044
206,မြောက်ဘက်မုခ် (Myauk Phat Moke),အာဇာနည်လမ်း (RZarNi Road),16.800997385232012,96.14897002709769
207,မြောက်ဘက်မုခ် (Myauk Phat Moke),အာဇာနည်လမ်း (RZarNi Road),16.801157867350614,96.14910688229429
208,ဗဟန်းသုံးလမ်း (Bahan Thone Lan),ဗဟန်းလမ်း (Bahan Road),16.79706005725926,96.15702768322082
209,ဗဟန်းသုံးလမ်း (Bahan Thone Lan),ဗဟန်းလမ်း (Bahan Road),16.798049388513782,96.15706854499878
210,ရေခဲဆိုင် (Yae Khae Saing),ကိုယ်မင်းကိုယ်ချင်းလမ်း (Koe Min Ko Chin Road),16.801598383916467,96.15790716849006
211,ရေခဲဆိုင် (Yae Khae Saing),နတ်မောက်လမ်း (Nat Mauk Road),16.80089378037319,96.1595466756262
212,ရေခဲဆိုင် (Yae Khae Saing),နတ်မောက်လမ်း (Nat Mauk Road),16.80117594181509,96.1594734524988
213,နတ်မောက်ကျောင်းရှေ့ (Nat Mauk Kyaung Shae),နတ်မောက်လမ်း (Nat Mauk Road),16.80038168698456,96.16639381696588
214,နတ်မောက်ကျောင်းရှေ့ (Nat Mauk Kyaung Shae),နတ်မောက်လမ်း (Nat Mauk Road),16.800042466027886,96.16620628628881
215,ဂျမား (Jamar),နတ်မောက်လမ်း (Nat Mauk Road),16.801151722323798,96.16090096722473
216,ဂျမား (Jamar),နတ်မောက်လမ်း (Nat Mauk Road),16.801337045807358,96.16087976166457
217,ဖိုးစိန်လမ်း (Phoe Sein Lan),နတ်မောက်လမ်း (Nat Mauk Road),16.80010409154775,96.16772943132675
218,ဆေးရုံ (Say Yon),နတ်မောက်လမ်း (Nat Mauk Road),16.79921982761421,96.17036777548493
219,ဆေးရုံ (Say Yon),နတ်မောက်လမ်း (Nat Mauk Road),16.799372,96.170384
220,အထက (၁) ဗဟန်း (Ah Hta Ka Tit Bahan),ဓမ္မစေတီလမ်း (Dhamazedi Road),16.80729199338619,96.15149181336164
221,အထက (၁) ဗဟန်း (Ah Hta Ka Tit Bahan),ဓမ္မစေတီလမ်း (Dhamazedi Road),16.807586,96.151249
222,လင့်လမ်း (Link Lan),ရွှေဂုံလမ်း (Shwe Gon Road),16.805999079236297,96.14723340186174
223,လင့်လမ်း (Link Lan),ရွှေဂုံလမ်း (Shwe Gon Road),16.806090939455864,96.14742122246754
224,အုတ်လမ်း (Oak Lan),အနောက်ရွှေဂုံတိုင်လမ်း (West Shwe Gon Daing Road),16.804344087884044,96.1511853185948
225,အုတ်လမ်း (Oak Lan),အနောက်ရွှေဂုံတိုင်လမ်း (West Shwe Gon Daing Road),16.804480996918812,96.15122687187979
226,ဗန်ဒါပင် (Bandar Pin),အရှေ့ရွှေဂုံတိုင်လမ်း (East Shwe Gon Daing Road),16.809993885588426,96.16076869424434
227,ဗန်ဒါပင် (Bandar Pin),အရှေ့ရွှေဂုံတိုင်လမ်း (East Shwe Gon Daing Road),16.810236,96.160738
228,ရွှေဂုံတိုင် (Shwe Gon Daing),အနောက်ရွှေဂုံတိုင်လမ်း (West Shwe Gon Daing Road),16.805293836643138,96.15444100694732
229,ရွှေဂုံတိုင် (Shwe Gon Daing),အနောက်ရွှေဂုံတိုင်လမ်း (West Shwe Gon Daing Road),16.805571665361676,96.15438880864532
230,ရွှေဂုံတိုင် (Shwe Gon Daing),ကမ္ဘာအေးဘုရားလမ်း (Kabar Aye Pagoda Road),16.80519530942897,96.1557773128152
